4,600,0,0.026229,6780221,14346597,16.4703,4
4,600,0,0.018793,4523890,9511992,22.9873,6
4,600,0,0.015247,3394208,7138660,28.3334,8
4,1000,0,0.127675,31423694,66573111,15.6648,4
4,1000,0,0.086526,20999331,43816594,23.1144,6
4,1000,0,0.075219,15718230,32828616,26.5890,8
4,1400,0,0.442674,86922376,171873248,12.3974,4
4,1400,0,0.292145,58101725,116270611,18.7852,6
4,1400,0,0.245067,43466439,87873183,22.3939,8
4,1800,0,0.937918,187110583,361612240,12.4361,4
4,1800,0,0.673298,124750393,244877023,17.3237,6
4,1800,0,0.566904,93594720,185475965,20.5749,8
4,2200,0,1.75463,517167697,657181142,12.1370,4
4,2200,0,1.25619,345131111,445120230,16.9529,6
4,2200,0,1.10181,258669374,333145981,19.3281,8
4,2600,0,3.57154,1098979303,1067490455,9.8422,4
4,2600,0,2.69256,733785901,710848724,13.0552,6
4,2600,0,2.86079,549427504,512579481,12.2875,8
4,3000,0,4.8466,1689979195,1657501914,11.1418,4
4,3000,0,3.26828,1126721039,1122542070,16.5224,6
4,3000,0,2.89605,845042816,846471617,18.6461,8
4,4096,0,12.1893,4412282188,4347810008,11.2753,4
4,4096,0,9.84294,2941613801,2899813826,13.9632,6
4,4096,0,8.66296,2203713302,2145359095,15.8651,8
4,6144,0,41.2533,14891975209,14855281129,11.2441,4
4,6144,0,30.4285,9930062776,9796790596,15.2442,6
4,6144,0,34.1931,7425371808,6955292657,13.5658,8
4,8192,0,98.4398,35267282710,34831098929,11.1694,4
4,8192,0,77.7582,23529403247,23191439470,14.1401,6
4,8192,0,78.2751,17607950999,16775424815,14.0468,8
4,10240,0,193.328,68913141541,69577811412,11.1080,4
4,10240,0,153.949,45924338488,45304778409,13.9493,6
4,10240,0,188.357,34322396758,31533985926,11.4011,8
