4,600,0,0.027152,6780156,14215930,15.9104,4
4,600,0,0.019708,4525988,9679694,21.9200,6
4,600,0,0.017165,3397896,7179827,25.1675,8
4,1000,0,0.154614,31428067,65189478,12.9354,4
4,1000,0,0.092127,20994759,43545000,21.7092,6
4,1000,0,0.092063,15724814,32710102,21.7243,8
4,1400,0,0.436652,86903304,171459877,12.5684,4
4,1400,0,0.318258,58114475,115200900,17.2439,6
4,1400,0,0.265074,43463437,87522577,20.7037,8
4,1800,0,1.00645,187099499,358081719,11.5893,4
4,1800,0,0.721939,124748310,245018195,16.1565,6
4,1800,0,0.665827,93615490,182394991,17.5181,8
4,2200,0,1.8843,516983110,652708289,11.3018,4
4,2200,0,1.38324,345092356,445188758,15.3957,6
4,2200,0,1.47671,258546609,319322071,14.4213,8
4,2600,0,3.04496,1099287062,1095396418,11.5443,4
4,2600,0,2.20141,733993194,737803659,15.9679,6
4,2600,0,2.17593,549595114,537848863,16.1549,8
4,3000,0,4.58737,1690076099,1684695000,11.7715,4
4,3000,0,3.36311,1126747007,1128203937,16.0566,6
4,3000,0,3.45389,845082790,837440838,15.6345,8
4,4096,0,12.3192,4410046488,4397640031,11.1565,4
4,4096,0,8.96654,2943580075,2973961771,15.3280,6
4,4096,0,9.30529,2200694410,2114163676,14.7700,8
4,6144,0,41.5065,14885790629,15113315179,11.1755,4
4,6144,0,30.928,9926863197,10141291705,14.9980,6
4,6144,0,31.7416,7432499864,7260358446,14.6135,8
4,8192,0,97.9005,35294392920,36206253107,11.2309,4
4,8192,0,77.7833,23521973270,23825623065,14.1356,6
4,8192,0,80.6885,17597210827,17043491559,13.6266,8
4,10240,0,193.538,68882415521,71406965294,11.0959,4
4,10240,0,147.288,45935388016,47540223708,14.5802,6
4,10240,0,209.218,34296972236,31957398528,10.2643,8
