5,600,0,0.114394,10757317,38112355,51025097,25310,3.7764,4
5,600,0,0.144554,9781216,38300613,50335887,21584,2.9885,6
5,600,0,0.175183,8992435,36456392,53626057,19042,2.4660,8
5,1000,0,0.373139,44718866,138149351,198899467,828315,5.3599,4
5,1000,0,0.432068,34836109,125605838,187894804,725524,4.6289,6
5,1000,0,0.570627,31524516,120296655,246092315,382265,3.5049,8
5,1400,0,1.04119,106851307,285196701,1064958198,31557957,5.2709,4
5,1400,0,1.14752,85060306,262005635,1196940371,15629524,4.7825,6
5,1400,0,1.44463,72705012,247891697,1623279176,10635871,3.7989,8
5,1800,0,2.60819,223090619,534334966,4323173707,117689789,4.4721,4
5,1800,0,2.84616,168077726,447449416,4762719033,69624616,4.0982,6
5,1800,0,3.05734,138973664,382439337,5412763669,50548808,3.8151,8
5,2200,0,5.15724,378466143,817717071,10180298578,285524052,4.1293,4
5,2200,0,5.41733,288601605,699225483,10201482102,174011227,3.9311,6
5,2200,0,5.79481,239979363,607444921,11142130175,115817144,3.6750,8
5,2600,0,8.57073,630611059,1310316100,18806335637,506931880,4.1014,4
5,2600,0,8.87897,459882622,1065269957,17980440078,331487704,3.9590,6
5,2600,0,9.31934,377750694,915350907,18645028440,210517652,3.7719,8
5,3000,0,13.278,930431545,1855958991,31001472652,865371054,4.0669,4
5,3000,0,13.6132,683830438,1514170676,29303480007,555589189,3.9667,6
5,3000,0,14.1691,556821119,1288496484,27357028495,369237460,3.8111,8
5,4096,0,32.8213,2330227268,4321889369,79213814948,2478091595,4.1875,4
5,4096,0,32.8794,1680150814,3609773290,78046215938,1660623034,4.1801,6
5,4096,0,34.2575,1280136354,2694742011,75060572690,1302647891,4.0119,8
5,6144,0,105.518,7841029289,13889732553,288051001722,8843088747,4.3960,4
5,6144,0,104.1,5302353486,9912748229,280171970558,6303622892,4.4559,6
5,6144,0,105.743,4164496951,8183575503,272448957648,4283806478,4.3866,8
5,8192,0,249.285,20577036080,32775831295,725634601077,22361972301,4.4107,4
5,8192,0,246.997,12653139618,23218524412,710081566010,14977560595,4.4515,6
5,8192,0,249.513,9461432726,16863485111,752965498196,11150770214,4.4066,8
5,10240,0,483.119,68510978806,61167046272,1390116862833,44279559747,4.4450,4
5,10240,0,475.981,25469402173,43449754280,1359280551083,29584145025,4.5117,6
5,10240,0,475.099,18586885408,30837609262,1244551148572,20679033041,4.5201,8
