Operation,Dimension,BlockSize,Time,Gflops
1,600,0,0.20273,2.1312
1,1000,0,1.319123,1.5232
1,1400,0,4.143914,1.3251
1,1800,0,18.415449,0.6334
1,2200,0,39.342968,0.5414
1,2600,0,69.682669,0.5045
1,3000,0,115.062472,0.4694
2,600,0,0.118207,3.659
2,1000,0,0.527974,3.7896
2,1400,0,1.666489,3.2941
2,1800,0,3.677329,3.1777
2,2200,0,6.714822,3.1729
2,2600,0,11.102308,3.1668
2,3000,0,17.02255,3.1725
