1,600,0,0.182628,244784268,38971033,2.3655
1,1000,0,1.27618,1240339773,227916258,1.5672
1,1400,0,3.71504,3415440015,617461918,1.4772
1,1800,0,17.8051,9088682320,5395210476,0.6551
1,2200,0,37.9966,17617544206,18664155465,0.5605
1,2600,0,69.3444,30900298282,49988303284,0.5069
1,3000,0,114.723,50315020008,95160132482,0.4707
2,600,0,0.108677,27107249,56731065,3.9751
2,1000,0,0.490484,125652786,259827642,4.0776
2,1400,0,1.55768,345955126,700828466,3.5232
2,1800,0,3.40027,745339840,1425861278,3.4303
2,2200,0,6.2805,2074028527,2515230213,3.3908
2,2600,0,10.4261,4412633014,4131117781,3.3715
2,3000,0,15.9797,6779784681,6284626308,3.3793
2,4096,0,42.0912,17533096560,16241811885,3.2653
2,6144,0,137.552,59158680685,54050412582,3.3722
2,8192,0,334.235,140152533717,129636254781,3.2896
2,10240,0,639.863,273335683337,252219925946,3.3562
3,4096,128,30.5893,9712244324,32547942241,4.4930
3,4096,256,27.1139,9078080003,23204187931,5.0689
3,4096,512,26.1871,8763188647,19621755299,5.2483
3,6144,128,104.632,32787803605,110587631805,4.4332
3,6144,256,92.7729,30639154231,77343255219,4.9999
3,6144,512,92.242,29607892410,66268296301,5.0287
3,8192,128,256.11,77753247391,262601043460,4.2931
3,8192,256,399.017,73073929666,156003115469,2.7556
3,8192,512,334.65,70337272329,129614465887,3.2856
3,10240,128,480.123,151777616045,522126301588,4.4728
3,10240,256,426.309,141829802437,362015609599,5.0374
3,10240,512,434.882,136912379851,304542574265,4.9381
