Operation,Dimension,BlockSize,Time,L1_DCM,L2_DCM,Gflops,N_Threads
5,3000,0,13.4372,612475285,1399850189,4.0187,7
5,3000,0,13.7406,559291727,1292114804,3.9300,8
5,4096,0,32.7512,2336995213,4367739359,4.1965,4
5,4096,0,32.4674,1674461520,3485696875,4.2331,6
5,4096,0,31.5714,1474226063,3100505092,4.3533,7
5,4096,0,34.1951,1284934940,2674945283,4.0193,8
5,6144,0,107.533,7823173745,13946141884,4.3136,4
5,6144,0,106.686,5269434610,9930166508,4.3479,6
5,6144,0,107.017,4538796927,8844620333,4.3344,7
5,6144,0,106.358,4156365733,8235798646,4.3613,8
5,8192,0,251.229,20259844284,32786330692,4.3765,4
5,8192,0,250.397,12595074121,23289978786,4.3911,6
5,8192,0,248.166,10818973788,17934813750,4.4306,7
5,8192,0,251.325,9487884338,16330055877,4.3749,8
5,10240,0,484.781,69464257535,59801670378,4.4298,4
5,10240,0,473.834,25312123505,43075841988,4.5321,6
5,10240,0,481.183,21273197411,35916095315,4.4629,7
5,10240,0,476.461,18589274053,30753178584,4.5072,8
6,4096,256,9.31715,2287891669,5817231261,14.7512,4
6,4096,256,7.9007,1716312362,4342162798,17.3958,6
6,4096,256,7.57671,1716364609,4363290010,18.1397,7
6,4096,256,7.28385,1144976289,2875354210,18.8690,8
6,6144,256,31.0596,7719992520,19594901490,14.9344,4
6,6144,256,26.4615,5150041071,13169715434,17.5295,6
6,6144,256,22.5809,5148550767,13287399496,20.5420,7
6,6144,256,23.069,3862372481,9631805945,20.1074,8
6,8192,256,293.866,18356103419,37388299973,3.7415,4
6,8192,256,265.324,13760222549,26767471594,4.1440,6
6,8192,256,254.781,11466194639,21208412188,4.3155,7
6,8192,256,217.095,9168535661,16298323325,5.0647,8
6,10240,256,144.356,35730952590,92119331375,14.8763,4
6,10240,256,149.972,25050177629,63113062171,14.3193,6
6,10240,256,156.11,21458641970,51766960376,13.7563,7
6,10240,256,162.294,17883674240,42084735015,13.2321,8
