1,600,0,0.185303,244752714,38853023,2.3313
1,1000,0,1.36524,1235523800,323295478,1.4649
1,1400,0,3.54909,3529846147,1315882497,1.5463
1,1800,0,19.572,9094288808,7330776224,0.5960
1,2200,0,39.6628,17630215309,22781572032,0.5369
1,2600,0,68.6676,30904284104,51511525802,0.5119
1,3000,0,114.698,50303404204,94111440203,0.4708
2,600,0,0.098342,27107344,58000042,4.3928
2,1000,0,0.47264,125647575,263336770,4.2316
2,1400,0,1.51574,345951646,712941782,3.6207
2,1800,0,3.3519,745338525,1453606689,3.4798
2,2200,0,6.17621,2074353350,2542778282,3.4481
2,2600,0,10.296,4412722253,4195550429,3.4141
2,3000,0,15.8777,6780014895,6357917574,3.4010
2,4096,0,40.7403,17546784032,16114025479,3.3735
2,6144,0,137.967,59108202956,53103335861,3.3621
2,8192,0,322.429,140134470861,127918861514,3.4101
2,10240,0,634.376,273570440916,250744337873,3.3852
3,4096,128,31.0054,9711632721,32516563410,4.4327
3,4096,256,28.1866,9081456101,23380912790,4.8760
3,4096,512,31.0522,8765342470,19174524811,4.4261
3,6144,128,102.774,32786156829,109960160895,4.5133
3,6144,256,91.5774,30636804023,77190253574,5.0652
3,6144,512,91.0777,29604266798,65948588489,5.0930
3,8192,128,249.312,77729235078,259554872626,4.4102
3,8192,256,388.777,73033701350,155860760612,2.8281
3,8192,512,332.893,70376897260,130664662855,3.3029
3,10240,128,483.206,151802550686,507760264353,4.4442
3,10240,256,419.36,141828177909,367214800433,5.1209
3,10240,512,422.608,136904596246,306953475661,5.0815
