1,600,0,0.199802075,2.1621397075080426
1,1000,0,1.271377315,1.5730971257733979
1,1400,0,4.048926949,1.3554208483201755
1,1800,0,18.244090387,0.6393303120396341
1,2200,0,39.520320976,0.5388620201979809
1,2600,0,69.52068668,0.5056336707633913
1,3000,0,115.426240609,0.4678312289743717
2,600,0,0.119934112,3.6019777259033696
2,1000,0,0.532395776,3.756603808967861
2,1400,0,1.665928297,3.2942594287417886
2,1800,0,3.600828191,3.2392547995356438
2,2200,0,6.635448373,3.209428934245737
2,2600,0,11.024785272,3.188452122444204
2,3000,0,16.989027472,3.178522142541627
