1,600,0,0.201976877,2.138858697176509
1,1000,0,1.281680909,1.5604508001609
1,1400,0,4.133040444,1.327836026373034
1,1800,0,18.515236574,0.6299676460185856
1,2200,0,39.577805083,0.5380793592605606
1,2600,0,70.31881757,0.49989464007991
1,3000,0,113.801010857,0.4745124809818718
2,600,0,0.11672555,3.7009892007362573
2,1000,0,0.527886489,3.788693292356645
2,1400,0,1.67251179,3.28129226521028
2,1800,0,3.632324736,3.2111666350747776
2,2200,0,6.648110204,3.2033163329914016
2,2600,0,11.018522727,3.1902643277090914
2,3000,0,17.054088162,3.166396202895389
